== Frequent Itemsets ==
34 (7914)
59 (5176)
63 (4936)
76 (4384)
23 (3376)
93 (3968)
52 (3516)
86 (7924)
85 (8124)
36 (6812)
3 (3656)
67 (4464)
90 (7488)
1 (3916)
39 (5612)
2 (4208)
10 (3244)
53 (4608)
28 (3528)
24 (4748)
110 (4040)
6 (3152)
56 (3776)
116 (3148)
34 86 => 85 63 (conf: 0.60)
63 86 => 34 85 (conf: 1.00)
63 85 => 86 34 (conf: 0.96)
34 63 86 => 85 (conf: 1.00)
34 63 85 => 86 (conf: 1.00)
34 86 85 => 63 (conf: 0.60)
63 86 85 => 34 (conf: 1.00)
59 => 86 90 63 (conf: 0.69)
63 => 86 90 59 (conf: 0.73)
90 59 => 86 63 (conf: 0.76)
90 63 => 86 59 (conf: 0.80)
59 63 => 86 90 (conf: 0.87)
59 86 => 90 63 (conf: 0.72)
63 86 => 90 59 (conf: 0.76)
90 59 63 => 86 (conf: 0.95)
90 59 86 => 63 (conf: 0.79)
90 63 86 => 59 (conf: 0.84)
59 63 86 => 90 (conf: 0.91)
67 => 34 85 63 (conf: 0.69)
63 => 67 85 34 (conf: 0.62)
67 34 => 85 63 (conf: 0.69)
67 63 => 34 85 (conf: 1.00)
67 85 => 34 63 (conf: 0.69)
34 63 => 67 85 (conf: 0.65)
63 85 => 67 34 (conf: 0.62)
67 34 63 => 85 (conf: 1.00)
67 34 85 => 63 (conf: 0.69)
67 63 85 => 34 (conf: 1.00)
34 63 85 => 67 (conf: 0.65)
67 => 90 86 85 (conf: 0.89)
67 90 => 86 85 (conf: 1.00)
67 86 => 90 85 (conf: 0.89)
67 85 => 86 90 (conf: 0.89)
67 90 86 => 85 (conf: 1.00)
67 90 85 => 86 (conf: 1.00)
67 86 85 => 90 (conf: 0.89)
1 => 90 86 85 (conf: 0.97)
90 1 => 86 85 (conf: 1.00)
1 86 => 90 85 (conf: 0.97)
1 85 => 86 90 (conf: 0.97)
90 1 86 => 85 (conf: 1.00)
90 1 85 => 86 (conf: 1.00)
1 86 85 => 90 (conf: 0.97)
63 => 86 90 93 (conf: 0.61)
93 => 86 90 63 (conf: 0.76)
90 63 => 86 93 (conf: 0.67)
90 93 => 86 63 (conf: 0.85)
63 86 => 90 93 (conf: 0.64)
63 93 => 86 90 (conf: 0.87)
86 93 => 90 63 (conf: 0.80)
90 63 86 => 93 (conf: 0.70)
90 63 93 => 86 (conf: 0.94)
90 86 93 => 63 (conf: 0.90)
63 86 93 => 90 (conf: 0.92)
63 => 36 86 85 (conf: 0.81)
63 36 => 86 85 (conf: 0.95)
63 86 => 36 85 (conf: 0.84)
63 85 => 36 86 (conf: 0.81)
36 86 => 85 63 (conf: 0.60)
63 36 86 => 85 (conf: 1.00)
63 36 85 => 86 (conf: 0.95)
63 86 85 => 36 (conf: 0.84)
36 86 85 => 63 (conf: 0.60)
34 => 36 85 90 (conf: 0.79)
90 => 36 85 34 (conf: 0.84)
36 => 34 85 90 (conf: 0.92)
85 => 36 90 34 (conf: 0.77)
34 90 => 36 85 (conf: 0.86)
34 36 => 85 90 (conf: 0.95)
34 85 => 36 90 (conf: 0.79)
90 36 => 34 85 (conf: 0.97)
90 85 => 36 34 (conf: 0.84)
36 85 => 34 90 (conf: 0.92)
34 90 36 => 85 (conf: 1.00)
34 90 85 => 36 (conf: 0.86)
34 36 85 => 90 (conf: 0.95)
90 36 85 => 34 (conf: 0.97)
59 => 36 90 93 (conf: 0.62)
93 => 36 90 59 (conf: 0.81)
90 59 => 36 93 (conf: 0.68)
90 93 => 36 59 (conf: 0.90)
59 36 => 90 93 (conf: 0.73)
59 93 => 36 90 (conf: 0.88)
36 93 => 90 59 (conf: 0.92)
90 59 36 => 93 (conf: 0.78)
90 59 93 => 36 (conf: 0.94)
90 36 93 => 59 (conf: 0.96)
59 36 93 => 90 (conf: 0.97)
93 => 86 34 23 (conf: 0.80)
23 => 86 34 93 (conf: 0.94)
34 93 => 86 23 (conf: 0.84)
34 23 => 86 93 (conf: 0.94)
86 93 => 34 23 (conf: 0.84)
86 23 => 34 93 (conf: 0.94)
93 23 => 86 34 (conf: 1.00)
34 86 93 => 23 (conf: 0.84)
34 86 23 => 93 (conf: 0.94)
34 93 23 => 86 (conf: 1.00)
86 93 23 => 34 (conf: 1.00)
1 => 36 90 34 (conf: 0.94)
90 1 => 36 34 (conf: 0.97)
34 1 => 36 90 (conf: 0.95)
1 36 => 90 34 (conf: 0.97)
90 34 1 => 36 (conf: 0.97)
90 1 36 => 34 (conf: 1.00)
34 1 36 => 90 (conf: 0.98)
59 => 36 86 23 (conf: 0.60)
23 => 36 86 59 (conf: 0.93)
59 36 => 86 23 (conf: 0.71)
59 86 => 36 23 (conf: 0.63)
59 23 => 36 86 (conf: 0.97)
36 23 => 86 59 (conf: 0.96)
86 23 => 36 59 (conf: 0.93)
59 36 86 => 23 (conf: 0.74)
59 36 23 => 86 (conf: 1.00)
59 86 23 => 36 (conf: 0.97)
36 86 23 => 59 (conf: 0.96)
59 => 90 34 63 (conf: 0.69)
63 => 90 34 59 (conf: 0.73)
90 59 => 34 63 (conf: 0.76)
90 63 => 34 59 (conf: 0.80)
59 63 => 90 34 (conf: 0.87)
59 34 => 90 63 (conf: 0.72)
63 34 => 90 59 (conf: 0.76)
90 59 63 => 34 (conf: 0.95)
90 59 34 => 63 (conf: 0.79)
90 63 34 => 59 (conf: 0.84)
59 63 34 => 90 (conf: 0.91)
59 => 34 85 93 (conf: 0.67)
93 => 34 85 59 (conf: 0.88)
34 59 => 85 93 (conf: 0.70)
34 93 => 85 59 (conf: 0.92)
59 85 => 34 93 (conf: 0.67)
59 93 => 34 85 (conf: 0.95)
85 93 => 34 59 (conf: 0.88)
34 59 85 => 93 (conf: 0.70)
34 59 93 => 85 (conf: 1.00)
34 85 93 => 59 (conf: 0.92)
59 85 93 => 34 (conf: 0.95)
59 => 36 90 34 (conf: 0.76)
90 59 => 36 34 (conf: 0.83)
90 36 => 34 59 (conf: 0.61)
59 34 => 36 90 (conf: 0.79)
59 36 => 90 34 (conf: 0.89)
90 59 34 => 36 (conf: 0.87)
90 59 36 => 34 (conf: 0.95)
90 34 36 => 59 (conf: 0.63)
59 34 36 => 90 (conf: 0.93)
59 => 36 86 63 (conf: 0.67)
63 => 36 86 59 (conf: 0.71)
59 63 => 36 86 (conf: 0.84)
59 36 => 86 63 (conf: 0.79)
59 86 => 36 63 (conf: 0.70)
63 36 => 86 59 (conf: 0.83)
63 86 => 36 59 (conf: 0.74)
59 63 36 => 86 (conf: 0.95)
59 63 86 => 36 (conf: 0.88)
59 36 86 => 63 (conf: 0.82)
63 36 86 => 59 (conf: 0.87)
67 => 34 85 76 (conf: 0.79)
76 => 67 85 34 (conf: 0.80)
67 34 => 85 76 (conf: 0.79)
67 85 => 34 76 (conf: 0.79)
67 76 => 34 85 (conf: 1.00)
34 76 => 67 85 (conf: 0.80)
85 76 => 67 34 (conf: 0.80)
67 34 85 => 76 (conf: 0.79)
67 34 76 => 85 (conf: 1.00)
67 85 76 => 34 (conf: 1.00)
34 85 76 => 67 (conf: 0.80)
3 => 34 86 90 (conf: 0.93)
3 90 => 86 34 (conf: 0.99)
3 34 => 86 90 (conf: 0.95)
3 86 => 34 90 (conf: 0.95)
3 90 34 => 86 (conf: 1.00)
3 90 86 => 34 (conf: 1.00)
3 34 86 => 90 (conf: 0.95)
23 => 90 86 85 (conf: 0.91)
90 23 => 86 85 (conf: 1.00)
86 23 => 90 85 (conf: 0.91)
85 23 => 86 90 (conf: 0.91)
90 86 23 => 85 (conf: 1.00)
90 85 23 => 86 (conf: 1.00)
86 85 23 => 90 (conf: 0.91)
93 => 36 86 23 (conf: 0.78)
23 => 36 86 93 (conf: 0.91)
36 93 => 86 23 (conf: 0.89)
36 23 => 86 93 (conf: 0.94)
86 93 => 36 23 (conf: 0.82)
86 23 => 36 93 (conf: 0.91)
93 23 => 36 86 (conf: 0.97)
36 86 93 => 23 (conf: 0.94)
36 86 23 => 93 (conf: 0.94)
36 93 23 => 86 (conf: 1.00)
86 93 23 => 36 (conf: 0.97)
63 => 34 85 23 (conf: 0.62)
23 => 34 85 63 (conf: 0.90)
34 63 => 85 23 (conf: 0.64)
34 23 => 85 63 (conf: 0.90)
63 85 => 34 23 (conf: 0.62)
63 23 => 34 85 (conf: 1.00)
85 23 => 34 63 (conf: 0.90)
34 63 85 => 23 (conf: 0.64)
34 63 23 => 85 (conf: 1.00)
34 85 23 => 63 (conf: 0.90)
63 85 23 => 34 (conf: 1.00)
76 => 36 86 85 (conf: 0.71)
36 76 => 86 85 (conf: 1.00)
86 76 => 36 85 (conf: 0.71)
85 76 => 36 86 (conf: 0.71)
36 86 76 => 85 (conf: 1.00)
36 85 76 => 86 (conf: 1.00)
86 85 76 => 36 (conf: 0.71)
63 => 34 85 93 (conf: 0.66)
93 => 34 85 63 (conf: 0.83)
34 63 => 85 93 (conf: 0.69)
34 93 => 85 63 (conf: 0.87)
63 85 => 34 93 (conf: 0.66)
63 93 => 34 85 (conf: 0.94)
85 93 => 34 63 (conf: 0.83)
34 63 85 => 93 (conf: 0.69)
34 63 93 => 85 (conf: 1.00)
34 85 93 => 63 (conf: 0.87)
63 85 93 => 34 (conf: 0.94)
63 => 36 90 34 (conf: 0.75)
34 63 => 36 90 (conf: 0.78)
90 63 => 36 34 (conf: 0.82)
63 36 => 34 90 (conf: 0.88)
34 90 63 => 36 (conf: 0.86)
34 63 36 => 90 (conf: 0.93)
90 63 36 => 34 (conf: 0.95)
93 => 90 86 85 (conf: 0.85)
90 93 => 86 85 (conf: 0.95)
86 93 => 90 85 (conf: 0.89)
85 93 => 86 90 (conf: 0.85)
90 86 93 => 85 (conf: 1.00)
90 85 93 => 86 (conf: 0.95)
86 85 93 => 90 (conf: 0.89)
63 => 36 90 93 (conf: 0.61)
93 => 36 90 63 (conf: 0.76)
90 63 => 36 93 (conf: 0.67)
90 93 => 36 63 (conf: 0.85)
63 36 => 90 93 (conf: 0.72)
63 93 => 36 90 (conf: 0.87)
36 93 => 90 63 (conf: 0.87)
90 63 36 => 93 (conf: 0.78)
90 63 93 => 36 (conf: 0.94)
90 36 93 => 63 (conf: 0.90)
63 36 93 => 90 (conf: 0.97)
93 => 36 86 34 (conf: 0.83)
34 93 => 36 86 (conf: 0.87)
36 93 => 86 34 (conf: 0.94)
86 93 => 36 34 (conf: 0.87)
34 36 93 => 86 (conf: 1.00)
34 86 93 => 36 (conf: 0.87)
36 86 93 => 34 (conf: 1.00)
90 => 85 86 34 (conf: 0.97)
34 => 90 86 85 (conf: 0.92)
86 => 90 85 34 (conf: 0.92)
85 => 90 86 34 (conf: 0.90)
90 34 => 86 85 (conf: 1.00)
90 86 => 85 34 (conf: 1.00)
90 85 => 86 34 (conf: 0.97)
34 86 => 90 85 (conf: 0.92)
34 85 => 86 90 (conf: 0.92)
86 85 => 90 34 (conf: 0.92)
90 34 86 => 85 (conf: 1.00)
90 34 85 => 86 (conf: 1.00)
90 86 85 => 34 (conf: 1.00)
34 86 85 => 90 (conf: 0.92)
59 => 86 85 76 (conf: 0.63)
76 => 86 85 59 (conf: 0.75)
59 86 => 85 76 (conf: 0.66)
59 85 => 86 76 (conf: 0.63)
59 76 => 86 85 (conf: 1.00)
86 76 => 85 59 (conf: 0.75)
85 76 => 86 59 (conf: 0.75)
59 86 85 => 76 (conf: 0.66)
59 86 76 => 85 (conf: 1.00)
59 85 76 => 86 (conf: 1.00)
86 85 76 => 59 (conf: 0.75)
59 => 86 85 23 (conf: 0.62)
23 => 86 85 59 (conf: 0.96)
59 86 => 85 23 (conf: 0.65)
59 85 => 86 23 (conf: 0.62)
59 23 => 86 85 (conf: 1.00)
86 23 => 85 59 (conf: 0.96)
85 23 => 86 59 (conf: 0.96)
59 86 85 => 23 (conf: 0.65)
59 86 23 => 85 (conf: 1.00)
59 85 23 => 86 (conf: 1.00)
86 85 23 => 59 (conf: 0.96)
67 => 34 86 85 (conf: 1.00)
67 34 => 86 85 (conf: 1.00)
67 86 => 34 85 (conf: 1.00)
67 85 => 86 34 (conf: 1.00)
67 34 86 => 85 (conf: 1.00)
67 34 85 => 86 (conf: 1.00)
67 86 85 => 34 (conf: 1.00)
93 => 36 86 85 (conf: 0.83)
36 93 => 86 85 (conf: 0.94)
86 93 => 36 85 (conf: 0.87)
85 93 => 36 86 (conf: 0.83)
36 86 93 => 85 (conf: 1.00)
36 85 93 => 86 (conf: 0.94)
86 85 93 => 36 (conf: 0.87)
23 => 36 86 34 (conf: 0.97)
34 23 => 36 86 (conf: 0.97)
36 23 => 86 34 (conf: 1.00)
86 23 => 36 34 (conf: 0.97)
34 36 23 => 86 (conf: 1.00)
34 86 23 => 36 (conf: 0.97)
36 86 23 => 34 (conf: 1.00)
93 => 36 90 34 (conf: 0.80)
34 93 => 36 90 (conf: 0.84)
90 93 => 36 34 (conf: 0.89)
36 93 => 34 90 (conf: 0.91)
34 90 93 => 36 (conf: 0.94)
34 36 93 => 90 (conf: 0.96)
90 36 93 => 34 (conf: 0.94)
63 => 90 86 85 (conf: 0.87)
90 63 => 86 85 (conf: 0.96)
63 86 => 90 85 (conf: 0.91)
63 85 => 86 90 (conf: 0.87)
90 63 86 => 85 (conf: 1.00)
90 63 85 => 86 (conf: 0.96)
63 86 85 => 90 (conf: 0.91)
59 => 90 34 93 (conf: 0.62)
93 => 90 34 59 (conf: 0.81)
90 59 => 34 93 (conf: 0.68)
90 93 => 34 59 (conf: 0.91)
59 34 => 90 93 (conf: 0.65)
59 93 => 90 34 (conf: 0.88)
34 93 => 90 59 (conf: 0.85)
90 59 34 => 93 (conf: 0.71)
90 59 93 => 34 (conf: 0.94)
90 34 93 => 59 (conf: 0.96)
59 34 93 => 90 (conf: 0.93)
59 => 36 85 34 (conf: 0.82)
36 => 34 85 59 (conf: 0.62)
34 59 => 36 85 (conf: 0.85)
34 36 => 85 59 (conf: 0.64)
59 36 => 34 85 (conf: 0.96)
59 85 => 36 34 (conf: 0.82)
36 85 => 34 59 (conf: 0.62)
34 59 36 => 85 (conf: 1.00)
34 59 85 => 36 (conf: 0.85)
34 36 85 => 59 (conf: 0.64)
59 36 85 => 34 (conf: 0.96)
59 => 86 93 63 (conf: 0.61)
63 => 86 93 59 (conf: 0.64)
93 => 86 59 63 (conf: 0.79)
59 63 => 86 93 (conf: 0.75)
59 86 => 93 63 (conf: 0.63)
59 93 => 86 63 (conf: 0.86)
63 86 => 93 59 (conf: 0.66)
63 93 => 86 59 (conf: 0.90)
86 93 => 59 63 (conf: 0.83)
59 63 86 => 93 (conf: 0.79)
59 63 93 => 86 (conf: 0.94)
59 86 93 => 63 (conf: 0.90)
63 86 93 => 59 (conf: 0.96)
59 => 34 85 76 (conf: 0.63)
76 => 34 85 59 (conf: 0.75)
34 59 => 85 76 (conf: 0.66)
34 76 => 85 59 (conf: 0.75)
59 85 => 34 76 (conf: 0.63)
59 76 => 34 85 (conf: 1.00)
85 76 => 34 59 (conf: 0.75)
34 59 85 => 76 (conf: 0.66)
34 59 76 => 85 (conf: 1.00)
34 85 76 => 59 (conf: 0.75)
59 85 76 => 34 (conf: 1.00)
67 => 86 85 59 (conf: 0.74)
59 => 67 86 85 (conf: 0.64)
67 59 => 86 85 (conf: 1.00)
67 86 => 85 59 (conf: 0.74)
67 85 => 86 59 (conf: 0.74)
59 86 => 67 85 (conf: 0.66)
59 85 => 67 86 (conf: 0.64)
67 59 86 => 85 (conf: 1.00)
67 59 85 => 86 (conf: 1.00)
67 86 85 => 59 (conf: 0.74)
59 86 85 => 67 (conf: 0.66)
59 => 36 90 85 (conf: 0.80)
36 => 90 85 59 (conf: 0.61)
90 59 => 36 85 (conf: 0.87)
90 36 => 85 59 (conf: 0.64)
59 36 => 90 85 (conf: 0.93)
59 85 => 36 90 (conf: 0.80)
36 85 => 90 59 (conf: 0.61)
90 59 36 => 85 (conf: 1.00)
90 59 85 => 36 (conf: 0.87)
90 36 85 => 59 (conf: 0.64)
59 36 85 => 90 (conf: 0.93)
1 => 36 86 34 (conf: 0.97)
34 1 => 36 86 (conf: 0.97)
1 36 => 86 34 (conf: 1.00)
1 86 => 36 34 (conf: 0.97)
34 1 36 => 86 (conf: 1.00)
34 1 86 => 36 (conf: 0.97)
1 36 86 => 34 (conf: 1.00)
93 => 34 90 23 (conf: 0.78)
23 => 34 90 93 (conf: 0.91)
34 93 => 90 23 (conf: 0.82)
34 23 => 90 93 (conf: 0.91)
90 93 => 34 23 (conf: 0.87)
90 23 => 34 93 (conf: 1.00)
93 23 => 34 90 (conf: 0.97)
34 90 93 => 23 (conf: 0.91)
34 90 23 => 93 (conf: 1.00)
34 93 23 => 90 (conf: 0.97)
90 93 23 => 34 (conf: 1.00)
23 => 36 85 34 (conf: 0.97)
34 23 => 36 85 (conf: 0.97)
36 23 => 34 85 (conf: 1.00)
85 23 => 36 34 (conf: 0.97)
34 36 23 => 85 (conf: 1.00)
34 85 23 => 36 (conf: 0.97)
36 85 23 => 34 (conf: 1.00)
63 => 36 85 93 (conf: 0.63)
93 => 36 85 63 (conf: 0.79)
63 36 => 85 93 (conf: 0.75)
63 85 => 36 93 (conf: 0.63)
63 93 => 36 85 (conf: 0.90)
36 93 => 85 63 (conf: 0.90)
85 93 => 36 63 (conf: 0.79)
63 36 85 => 93 (conf: 0.75)
63 36 93 => 85 (conf: 1.00)
63 85 93 => 36 (conf: 0.90)
36 85 93 => 63 (conf: 0.90)
76 => 36 86 34 (conf: 0.71)
34 76 => 36 86 (conf: 0.71)
36 76 => 86 34 (conf: 1.00)
86 76 => 36 34 (conf: 0.71)
34 36 76 => 86 (conf: 1.00)
34 86 76 => 36 (conf: 0.71)
36 86 76 => 34 (conf: 1.00)
23 => 34 86 90 (conf: 0.91)
34 23 => 86 90 (conf: 0.91)
90 23 => 86 34 (conf: 1.00)
86 23 => 34 90 (conf: 0.91)
34 90 23 => 86 (conf: 1.00)
34 86 23 => 90 (conf: 0.91)
90 86 23 => 34 (conf: 1.00)
59 => 86 34 76 (conf: 0.63)
76 => 86 34 59 (conf: 0.75)
34 59 => 86 76 (conf: 0.66)
34 76 => 86 59 (conf: 0.75)
59 86 => 34 76 (conf: 0.66)
59 76 => 86 34 (conf: 1.00)
86 76 => 34 59 (conf: 0.75)
34 59 86 => 76 (conf: 0.66)
34 59 76 => 86 (conf: 1.00)
34 86 76 => 59 (conf: 0.75)
59 86 76 => 34 (conf: 1.00)
67 => 34 86 90 (conf: 0.89)
67 34 => 86 90 (conf: 0.89)
67 90 => 86 34 (conf: 1.00)
67 86 => 34 90 (conf: 0.89)
67 34 90 => 86 (conf: 1.00)
67 34 86 => 90 (conf: 0.89)
67 90 86 => 34 (conf: 1.00)
59 => 90 93 63 (conf: 0.61)
63 => 90 93 59 (conf: 0.64)
93 => 90 59 63 (conf: 0.79)
90 59 => 93 63 (conf: 0.67)
90 63 => 93 59 (conf: 0.70)
90 93 => 59 63 (conf: 0.89)
59 63 => 90 93 (conf: 0.76)
59 93 => 90 63 (conf: 0.86)
63 93 => 90 59 (conf: 0.91)
90 59 63 => 93 (conf: 0.83)
90 59 93 => 63 (conf: 0.92)
90 63 93 => 59 (conf: 0.98)
59 63 93 => 90 (conf: 0.95)
59 => 36 85 63 (conf: 0.71)
63 => 36 85 59 (conf: 0.75)
59 63 => 36 85 (conf: 0.89)
59 36 => 85 63 (conf: 0.83)
59 85 => 36 63 (conf: 0.71)
63 36 => 85 59 (conf: 0.88)
63 85 => 36 59 (conf: 0.75)
59 63 36 => 85 (conf: 1.00)
59 63 85 => 36 (conf: 0.89)
59 36 85 => 63 (conf: 0.83)
63 36 85 => 59 (conf: 0.88)
59 => 86 34 93 (conf: 0.67)
93 => 86 34 59 (conf: 0.88)
34 59 => 86 93 (conf: 0.70)
34 93 => 86 59 (conf: 0.92)
59 86 => 34 93 (conf: 0.70)
59 93 => 86 34 (conf: 0.95)
86 93 => 34 59 (conf: 0.92)
34 59 86 => 93 (conf: 0.70)
34 59 93 => 86 (conf: 1.00)
34 86 93 => 59 (conf: 0.92)
59 86 93 => 34 (conf: 1.00)
93 => 36 86 90 (conf: 0.80)
90 93 => 36 86 (conf: 0.89)
36 93 => 86 90 (conf: 0.91)
86 93 => 36 90 (conf: 0.84)
90 36 93 => 86 (conf: 0.94)
90 86 93 => 36 (conf: 0.94)
36 86 93 => 90 (conf: 0.96)
63 => 34 85 90 (conf: 0.87)
34 63 => 85 90 (conf: 0.91)
90 63 => 34 85 (conf: 0.96)
63 85 => 34 90 (conf: 0.87)
34 90 63 => 85 (conf: 1.00)
34 63 85 => 90 (conf: 0.91)
90 63 85 => 34 (conf: 0.96)
63 => 36 86 34 (conf: 0.81)
34 63 => 36 86 (conf: 0.84)
34 36 => 86 63 (conf: 0.60)
63 36 => 86 34 (conf: 0.95)
63 86 => 36 34 (conf: 0.84)
36 86 => 34 63 (conf: 0.60)
34 63 36 => 86 (conf: 1.00)
34 63 86 => 36 (conf: 0.84)
34 36 86 => 63 (conf: 0.60)
63 36 86 => 34 (conf: 1.00)
93 => 90 85 23 (conf: 0.78)
23 => 90 85 93 (conf: 0.91)
90 93 => 85 23 (conf: 0.87)
90 23 => 85 93 (conf: 1.00)
85 93 => 90 23 (conf: 0.78)
85 23 => 90 93 (conf: 0.91)
93 23 => 90 85 (conf: 0.97)
90 85 93 => 23 (conf: 0.87)
90 85 23 => 93 (conf: 1.00)
90 93 23 => 85 (conf: 1.00)
85 93 23 => 90 (conf: 0.97)
93 => 36 90 85 (conf: 0.85)
90 93 => 36 85 (conf: 0.94)
36 93 => 90 85 (conf: 0.97)
85 93 => 36 90 (conf: 0.85)
90 36 93 => 85 (conf: 1.00)
90 85 93 => 36 (conf: 0.94)
36 85 93 => 90 (conf: 0.97)
63 => 90 86 34 (conf: 0.87)
90 63 => 86 34 (conf: 0.96)
34 63 => 86 90 (conf: 0.91)
63 86 => 90 34 (conf: 0.91)
90 34 63 => 86 (conf: 1.00)
90 63 86 => 34 (conf: 1.00)
34 63 86 => 90 (conf: 0.91)
59 => 90 85 93 (conf: 0.66)
93 => 90 85 59 (conf: 0.86)
90 59 => 85 93 (conf: 0.72)
90 93 => 85 59 (conf: 0.96)
59 85 => 90 93 (conf: 0.66)
59 93 => 90 85 (conf: 0.93)
85 93 => 90 59 (conf: 0.86)
90 59 85 => 93 (conf: 0.72)
90 59 93 => 85 (conf: 1.00)
90 85 93 => 59 (conf: 0.96)
59 85 93 => 90 (conf: 0.93)
39 => 36 86 85 (conf: 0.78)
36 => 39 86 85 (conf: 0.64)
39 36 => 86 85 (conf: 0.96)
39 86 => 36 85 (conf: 0.81)
39 85 => 36 86 (conf: 0.78)
36 86 => 39 85 (conf: 0.66)
36 85 => 39 86 (conf: 0.64)
39 36 86 => 85 (conf: 1.00)
39 36 85 => 86 (conf: 0.96)
39 86 85 => 36 (conf: 0.81)
36 86 85 => 39 (conf: 0.66)
2 => 86 34 63 (conf: 0.76)
63 => 2 34 86 (conf: 0.65)
2 34 => 86 63 (conf: 0.80)
2 63 => 86 34 (conf: 0.94)
2 86 => 34 63 (conf: 0.80)
34 63 => 2 86 (conf: 0.68)
63 86 => 2 34 (conf: 0.68)
2 34 63 => 86 (conf: 1.00)
2 34 86 => 63 (conf: 0.80)
2 63 86 => 34 (conf: 1.00)
34 63 86 => 2 (conf: 0.68)
39 => 36 86 34 (conf: 0.77)
36 => 39 86 34 (conf: 0.64)
39 34 => 36 86 (conf: 0.80)
39 36 => 86 34 (conf: 0.95)
39 86 => 36 34 (conf: 0.80)
34 36 => 39 86 (conf: 0.66)
36 86 => 39 34 (conf: 0.66)
39 34 36 => 86 (conf: 1.00)
39 34 86 => 36 (conf: 0.80)
39 36 86 => 34 (conf: 1.00)
34 36 86 => 39 (conf: 0.66)
39 => 34 90 85 (conf: 0.85)
90 => 39 85 34 (conf: 0.64)
34 => 39 90 85 (conf: 0.60)
39 90 => 34 85 (conf: 0.96)
39 34 => 90 85 (conf: 0.89)
39 85 => 34 90 (conf: 0.85)
90 34 => 39 85 (conf: 0.66)
90 85 => 39 34 (conf: 0.64)
34 85 => 39 90 (conf: 0.60)
39 90 34 => 85 (conf: 1.00)
39 90 85 => 34 (conf: 0.96)
39 34 85 => 90 (conf: 0.89)
90 34 85 => 39 (conf: 0.66)
63 => 39 86 85 (conf: 0.65)
39 63 => 86 85 (conf: 0.94)
63 86 => 39 85 (conf: 0.68)
63 85 => 39 86 (conf: 0.65)
39 63 86 => 85 (conf: 1.00)
39 63 85 => 86 (conf: 0.94)
63 86 85 => 39 (conf: 0.68)
2 => 86 85 59 (conf: 0.82)
59 => 2 86 85 (conf: 0.67)
2 59 => 86 85 (conf: 0.95)
2 86 => 85 59 (conf: 0.86)
2 85 => 86 59 (conf: 0.82)
59 86 => 2 85 (conf: 0.69)
59 85 => 2 86 (conf: 0.67)
2 59 86 => 85 (conf: 1.00)
2 59 85 => 86 (conf: 0.95)
2 86 85 => 59 (conf: 0.86)
59 86 85 => 2 (conf: 0.69)
39 => 34 85 59 (conf: 0.61)
59 => 39 85 34 (conf: 0.66)
39 34 => 85 59 (conf: 0.63)
39 59 => 34 85 (conf: 0.95)
39 85 => 34 59 (conf: 0.61)
34 59 => 39 85 (conf: 0.68)
59 85 => 39 34 (conf: 0.66)
39 34 59 => 85 (conf: 1.00)
39 34 85 => 59 (conf: 0.63)
39 59 85 => 34 (conf: 0.95)
34 59 85 => 39 (conf: 0.68)
23 => 39 86 36 (conf: 0.89)
39 36 => 86 23 (conf: 0.66)
39 23 => 36 86 (conf: 1.00)
36 23 => 39 86 (conf: 0.92)
86 23 => 39 36 (conf: 0.89)
39 36 86 => 23 (conf: 0.69)
39 36 23 => 86 (conf: 1.00)
39 86 23 => 36 (conf: 1.00)
36 86 23 => 39 (conf: 0.92)
39 => 86 85 59 (conf: 0.61)
59 => 39 86 85 (conf: 0.66)
39 59 => 86 85 (conf: 0.95)
39 86 => 85 59 (conf: 0.63)
39 85 => 86 59 (conf: 0.61)
59 86 => 39 85 (conf: 0.68)
59 85 => 39 86 (conf: 0.66)
39 59 86 => 85 (conf: 1.00)
39 59 85 => 86 (conf: 0.95)
39 86 85 => 59 (conf: 0.63)
59 86 85 => 39 (conf: 0.68)
2 => 90 85 34 (conf: 0.83)
90 2 => 85 34 (conf: 0.95)
34 2 => 90 85 (conf: 0.87)
2 85 => 90 34 (conf: 0.83)
90 34 2 => 85 (conf: 1.00)
90 2 85 => 34 (conf: 0.95)
34 2 85 => 90 (conf: 0.87)
2 => 86 85 63 (conf: 0.76)
63 => 2 85 86 (conf: 0.65)
2 63 => 86 85 (conf: 0.94)
2 86 => 85 63 (conf: 0.80)
2 85 => 86 63 (conf: 0.76)
63 86 => 2 85 (conf: 0.68)
63 85 => 2 86 (conf: 0.65)
2 63 86 => 85 (conf: 1.00)
2 63 85 => 86 (conf: 0.94)
2 86 85 => 63 (conf: 0.80)
63 86 85 => 2 (conf: 0.68)
2 => 39 86 90 (conf: 0.76)
39 90 => 2 86 (conf: 0.64)
39 2 => 86 90 (conf: 0.82)
90 2 => 39 86 (conf: 0.87)
2 86 => 39 90 (conf: 0.80)
39 90 2 => 86 (conf: 0.94)
39 90 86 => 2 (conf: 0.67)
39 2 86 => 90 (conf: 0.86)
90 2 86 => 39 (conf: 0.92)
59 => 90 2 85 (conf: 0.63)
2 => 90 85 59 (conf: 0.78)
90 59 => 2 85 (conf: 0.69)
90 2 => 85 59 (conf: 0.89)
59 2 => 90 85 (conf: 0.90)
59 85 => 2 90 (conf: 0.63)
2 85 => 90 59 (conf: 0.78)
90 59 2 => 85 (conf: 1.00)
90 59 85 => 2 (conf: 0.69)
90 2 85 => 59 (conf: 0.89)
